# Use the Source file to translate labels for the first time.
# - Change the language code in the header from the organization's default language to the translation language. See "Supported Languages for Translatable Customizations" in the Salesforce.com online help for a list of supported languages and their associated language codes.
# - Replace the untranslated values in the LABEL column with translated values.

# Notes:
# Don't add columns to or remove columns from this file.
# Tabs (\t), new lines (\n) and carriage returns (\r) are represented by special characters in this file. These characters should be preserved in the import file to maintain formatting.
# Lines that begin with the # symbol are ignored during import.
# Salesforce translation files are exported in the UTF-8 encoding to support extended and double-byte characters. This encoding cannot be changed.

# Language: English
Language code: en_US
Type: Source

# KEY	LABEL

RecordType.Call2_Discussion_vod__c.BMS_MEA_MSL_Interaction	BMS - MEA MSL Interaction
RecordType.Call2_Discussion_vod__c.BMS_MEA_MSL_Interaction.Description	MSL interactions for MEA
RecordType.Call2_Discussion_vod__c.BMS_MEA_Sales_Rep_Interaction	BMS - MEA Sales Rep Interaction
RecordType.Call2_Discussion_vod__c.BMS_MSL_Interaction	BMS - MSL Interaction
RecordType.Call2_Discussion_vod__c.BMS_Non_Branded_Interaction	BMS - Non-Branded Interaction
RecordType.Call2_Discussion_vod__c.CallReport_vod	Call Report
RecordType.Call2_Discussion_vod__c.Event_vod	Event_vod
RecordType.Call2_Discussion_vod__c.Event_vod.Description	Record Type for Call Discussion Event Layouts
RecordType.Call2_Discussion_vod__c.MSLMeetingBrief_vod	MSL Meeting Brief
RecordType.Call2_Discussion_vod__c.MeetingBrief_vod	Meeting Brief
RecordType.Call2_Discussion_vod__c.MeetingBrief_vod.Description	Meeting Brief
RecordType.Account_Tactic_vod__c.Account_Tactic_vod	Account Tactic
RecordType.Account_Tactic_vod__c.Account_Tactic_vod.Description	Base record type for Account Tactics
RecordType.Account_Tactic_vod__c.BMS_Canada_KAM	BMS - Canada KAM
RecordType.Account_Tactic_vod__c.BMS_Canada_KAM.Description	Account tactics used by Canada KAM user
RecordType.Account_Tactic_vod__c.BMS_EMEA_Access_Engagement_Plan_Task	BMS - EMEA - Access Engagement Plan Task
RecordType.Account_Tactic_vod__c.BMS_EMEA_Access_Engagement_Plan_Task.Description	Record type to support tasks in relations to the Access engagement plan
RecordType.Account_Tactic_vod__c.BMS_EMEA_EPM_Engagement_Plan_Task	BMS - EMEA - EPM Engagement Plan Task
RecordType.Account_Tactic_vod__c.BMS_EMEA_EPM_Engagement_Plan_Task.Description	Record type to support tasks in relations to the EPM engagement plan
RecordType.Account_Tactic_vod__c.BMS_EMEA_Home_office_Engagement_Plan_Task	BMS - EMEA - Home office Engagement Plan Task
RecordType.Account_Tactic_vod__c.BMS_EMEA_Home_office_Engagement_Plan_Task.Description	Record type to support tasks in relations to the Home Office engagement plan
RecordType.Account_Tactic_vod__c.BMS_EMEA_MSM_Engagement_Plan_Task	BMS - EMEA - MSM Engagement Plan Task
RecordType.Account_Tactic_vod__c.BMS_EMEA_MSM_Engagement_Plan_Task.Description	Record type to support tasks in relations to the MSM engagement plan
RecordType.Account_Tactic_vod__c.BMS_KAM_CORE_Account_Actions	BMS - KAM - CORE - Account Actions
RecordType.Account_Tactic_vod__c.BMS_KAM_CORE_Activities_Commercial	BMS - KAM - CORE - Activities - Commercial
RecordType.Account_Tactic_vod__c.BMS_KAM_CORE_Activities_Commercial.Description	Created As part of KAM Implementation.
RecordType.Account_Tactic_vod__c.BMS_KAM_CORE_Activities_Medical	BMS - KAM - CORE - Activities - Medical
RecordType.Account_Tactic_vod__c.BMS_KAM_CORE_Activities_Medical.Description	Created as part of KAM Implementation
RecordType.Account_Tactic_vod__c.BMS_US_CV_KAM_Account_Tactic	BMS - US - CV KAM Account Tactic
RecordType.Address_vod__c.BMS_Address	BMS Address
RecordType.Address_vod__c.BMS_Address.Description	Office address maintained centrally
RecordType.Address_vod__c.BMS_Address_MEA	BMS Address (MEA)
RecordType.Address_vod__c.BMS_Address_MEA.Description	BMS ACN: April 2016 - Address Record Type for MEA
RecordType.Address_vod__c.BMS_Address_Pending	BMS Address (Pending)
RecordType.Address_vod__c.BMS_Address_Pending.Description	Temporary Address Record Type for User Created Addresses
RecordType.Address_vod__c.BMS_Canada_Address	BMS - Canada - Address
RecordType.Address_vod__c.BMS_Canada_Address.Description	Canada specific adress
RecordType.Address_vod__c.BMS_Canada_New_Address	BMS - Canada - New Address
RecordType.Address_vod__c.BMS_Canada_New_Address.Description	Used for new Addresses created
RecordType.Address_vod__c.RepMaintained	Rep Maintained
RecordType.Address_vod__c.RepMaintained.Description	Office address maintained by Rep
RecordType.Product_Strategy_vod__c.BMS_EMEA_Stakeholder_Engagement_Plan	BMS - EMEA - Stakeholder Engagement Plan
RecordType.Product_Strategy_vod__c.BMS_EMEA_Stakeholder_Engagement_Plan.Description	Record type for EMEA Stake Holder Engagement plan strategies
RecordType.Speaker_Evaluation__c.Speaker_Evaluation_Survey_IC	Speaker Evaluation Survey - IC
RecordType.Speaker_Evaluation__c.Speaker_Evaluation_Survey_IC.Description	Speaker Evaluation Survey - CA
RecordType.Speaker_Evaluation__c.Speaker_Evaluation_Survey_MSL	Speaker Evaluation Survey (MSL)
RecordType.Speaker_Evaluation__c.Speaker_Evaluation_Survey_MSL.Description	Speaker Evaluation Survey (MSL)
RecordType.Clinical_Trial__c.BMS_CHINA_MED_Clinical_Trial	BMS-CHINA-MED-Clinical Trial
RecordType.Clinical_Trial__c.BMS_CHINA_MED_Clinical_Trial.Description	BMS China Medical Team related Clinical Trial
RecordType.Assessment__c.BMS_CAN_Individual_YERVOY_Profile	BMS - CAN - Individual - YERVOY Profile
RecordType.Assessment__c.BMS_CAN_Individual_YERVOY_Profile.Description	Used for All Canada Field Force
RecordType.Assessment__c.BMS_Individual_ERBITUX_CRC_Profile	BMS Individual - ERBITUX CRC Profile
RecordType.Assessment__c.BMS_Individual_ERBITUX_CRC_Profile.Description	ERBITUX CRC Profile for Individuals
RecordType.Assessment__c.BMS_Individual_ERBITUX_H_N_Profile	BMS Individual - ERBITUX H&N Profile
RecordType.Assessment__c.BMS_Individual_ERBITUX_H_N_Profile.Description	ERBITUX H&N Profile for Individuals.
RecordType.Assessment__c.BMS_Individual_General_Profile_BMS	BMS Individual - General Profile
RecordType.Assessment__c.BMS_Individual_General_Profile_BMS.Description	General Profile for Individuals
RecordType.Assessment__c.BMS_Individual_IXEMPRA_Profile	BMS Individual - IXEMPRA Profile
RecordType.Assessment__c.BMS_Individual_IXEMPRA_Profile.Description	IXEMPRA Profile for Individuals
RecordType.Assessment__c.BMS_Individual_Orencia_Campaign	BMS Individual - Orencia Campaign
RecordType.Assessment__c.BMS_Individual_Orencia_Campaign.Description	Orencia Campaign assessment for Sales Users
RecordType.Assessment__c.BMS_Individual_Post_CRYSTAL_Approval_Profiling	BMS - Pharmacist - Post-CRYSTAL Approval Profiling
RecordType.Assessment__c.BMS_Individual_Post_CRYSTAL_Approval_Profiling.Description	BMS - Pharmacist - Post-CRYSTAL Approval Profiling
RecordType.Assessment__c.BMS_Individual_SPRYCEL_Profile	BMS Individual - SPRYCEL Profile
RecordType.Assessment__c.BMS_Individual_SPRYCEL_Profile.Description	SPRYCEL Profile for Individuals.
RecordType.Assessment__c.BMS_Individual_YERVOY_Profile	BMS Individual - YERVOY Profile
RecordType.Assessment__c.BMS_Individual_YERVOY_Profile.Description	YERVOY Profiling Assessment for Individuals.
RecordType.Assessment__c.BMS_Organization_General_Profile	BMS Organization - General Profile
RecordType.Assessment__c.BMS_Organization_General_Profile.Description	General Profile for Organizations
RecordType.Assessment__c.BMS_Organization_IXEMPRA_Profile	BMS Organization - IXEMPRA Profile
RecordType.Assessment__c.BMS_Organization_IXEMPRA_Profile.Description	IXEMPRA Profile for Organizations
RecordType.Assessment__c.BMS_Organization_MM_Approved_Sprycel	BMS Organization (MM) - Approved Sprycel
RecordType.Assessment__c.BMS_Organization_MM_Approved_Sprycel.Description	Approved Sprycel Assessment
RecordType.Assessment__c.BMS_Organization_MM_Eliquis_Assessment	BMS Organization (MM) - Eliquis Assessment
RecordType.Assessment__c.BMS_Organization_MM_Eliquis_Assessment.Description	Eliquis Profile Assessment
RecordType.Assessment__c.BMS_Organization_MM_Eliquis_Default_Coverage_Report	BMS Organization (MM) - Eliquis Default Coverage Report
RecordType.Assessment__c.BMS_Organization_MM_Eliquis_Default_Coverage_Report.Description	Eliquis Default Coverage Report
RecordType.Assessment__c.BMS_Organization_MM_Eliquis_Formulary_Flash	BMS Organization (MM) - Eliquis Formulary Flash
RecordType.Assessment__c.BMS_Organization_MM_Eliquis_Formulary_Flash.Description	Eliquis Formulary Flash
RecordType.Assessment__c.BMS_Organization_MM_Formulary_Flash	BMS Organization (MM) - Formulary Flash
RecordType.Assessment__c.BMS_Organization_MM_Formulary_Flash.Description	Formulary Flash Assessment
RecordType.Assessment__c.BMS_Organization_MM_ORENCIA_Profile	BMS Organization (MM) - ORENCIA Profile
RecordType.Assessment__c.BMS_Organization_MM_ORENCIA_Profile.Description	Orencia Profile Assessment
RecordType.Assessment__c.BMS_Organization_YERVOY_Profile	BMS Organization - YERVOY Profile
RecordType.Assessment__c.BMS_Organization_YERVOY_Profile.Description	YERVOY Profiling Assessment for Organizations.
RecordType.Assessment__c.BMS_Pathologist_Post_CRYSTAL_Approval_Profiling	BMS - Pathologist - Post-CRYSTAL Approval Profiling
RecordType.Assessment__c.BMS_Pathologist_Post_CRYSTAL_Approval_Profiling.Description	BMS - Pathologist - Post-CRYSTAL Approval Profiling
RecordType.Assessment__c.KOL	KOL
RecordType.Assessment__c.Oncology	Oncology
RecordType.Assessment__c.UAT_Training_Survey	UAT Training Survey
RecordType.Assessment__c.UAT_Training_Survey.Description	Survey to demo Veeva functionality.
RecordType.Benefit_Design_vod__c.BMS_CA_KAM	BMS - CA - KAM
RecordType.Benefit_Design_vod__c.BMS_CA_KAM.Description	Used by BMS CA KAM profile
RecordType.Benefit_Design_Line_vod__c.BMS_Canada_KAMs	BMS - Canada KAMs
RecordType.Benefit_Design_Line_vod__c.BMS_Canada_KAMs.Description	Used for BMS Canada KAM and DNS Users
RecordType.TSF_vod__c.BMS_Canada_Individual	BMS Canada - Individual
RecordType.TSF_vod__c.BMS_Canada_Organization	BMS Canada - Organization
RecordType.TSF_vod__c.BMS_Canada_Organization.Description	BMS Canada - Organization
RecordType.TSF_vod__c.BMS_Department	BMS - Department
RecordType.TSF_vod__c.BMS_Group_Practice	BMS - Group Practice
RecordType.TSF_vod__c.BMS_Individual	BMS - Individual
RecordType.TSF_vod__c.BMS_Individual_Pending	BMS - Individual (Pending)
RecordType.TSF_vod__c.BMS_Institution	BMS - Institution
RecordType.TSF_vod__c.BMS_Institution_MM	BMS - Institution (MM)
RecordType.Rep_Roster_vod__c.Rep_Roster_Canada	Rep Roster Canada
RecordType.Rep_Roster_vod__c.Rep_Roster_Canada.Description	Used for BMS Canada to limit Province picklist
RecordType.Sample_Inventory_vod__c.External_Inventory_BMS_US	External Inventory
RecordType.Sample_Inventory_vod__c.External_Inventory_BMS_US.Description	Inventory specific to external inventory vendors
RecordType.Sample_Inventory_vod__c.General_Inventory_BMS_US	General Inventory
RecordType.Sample_Inventory_vod__c.General_Inventory_BMS_US.Description	Inventory record type for all users
RecordType.Sample_Inventory_vod__c.Management_Inventory_BMS_US	Management Inventory
RecordType.Sample_Inventory_vod__c.Management_Inventory_BMS_US.Description	Inventory record type for all managers
RecordType.Sample_Inventory_vod__c.Rep_Inventory_BMS_US	Rep Inventory
RecordType.Sample_Inventory_vod__c.Rep_Inventory_BMS_US.Description	Inventory record type for all reps
RecordType.Sample_Transaction_vod__c.Adjustment_vod	Adjustment
RecordType.Sample_Transaction_vod__c.Adjustment_vod.Description	The Adjustment Record Type provides the ability to report destroyed, stolen, or expired Sample Transactions
RecordType.Sample_Transaction_vod__c.Disbursement_vod	Disbursement
RecordType.Sample_Transaction_vod__c.Disbursement_vod.Description	The Disbursement Record Type provides a read-only view of a Sample Disbursement to an Account
RecordType.Sample_Transaction_vod__c.Receipt_vod	Receipt
RecordType.Sample_Transaction_vod__c.Receipt_vod.Description	The Receipt Record Type provides the ability to receive Samples either from another user or from a fullfillment center.
RecordType.Sample_Transaction_vod__c.Return_vod	Return
RecordType.Sample_Transaction_vod__c.Return_vod.Description	The Return Record Type provides the ability to report returned Sample Transactions
RecordType.Sample_Transaction_vod__c.Transfer_vod	Transfer
RecordType.Sample_Transaction_vod__c.Transfer_vod.Description	The Transfer Record Type provides the ability to transfer Samples to another user.
RecordType.Event_Attendee_vod__c.Attendee_vod	Attendee_vod
RecordType.Event_Attendee_vod__c.BMS_EMEA_H2O_Meeting_Attendee_Approved	H2O Meeting Attendee Approved
RecordType.Event_Attendee_vod__c.BMS_EMEA_H2O_Meeting_Attendee_Approved.Description	BMS - EMEA Approved Meeting attendees by H2O
RecordType.Event_Attendee_vod__c.BMS_EMEA_Meeting_Attendee	Meeting Attendee
RecordType.Event_Attendee_vod__c.BMS_EMEA_Meeting_Attendee.Description	Record type to support EMEA meetings module
RecordType.Event_Attendee_vod__c.Event_Attendee_vod	Event_Attendee_vod
RecordType.Event_Attendee_vod__c.Event_Attendee_vod.Description	Standard record type for Event Attendees
RecordType.Event_Attendee_vod__c.Simple_Attendee_HCPTS	Simple Attendee
RecordType.Event_Attendee_vod__c.Simple_Attendee_HCPTS.Description	Simplified Attendee Rectype
RecordType.Event_Attendee_vod__c.SponsoredAccount	SponsoredAccount
RecordType.Event_Attendee_vod__c.SponsoredContact	SponsoredContact
RecordType.Event_Attendee_vod__c.SponsoredUser	SponsoredUser
RecordType.Medical_Event_vod__c.Advisory_Board	Advisory_Board
RecordType.Medical_Event_vod__c.Advisory_Board.Description	For Adboard EM RT
RecordType.Medical_Event_vod__c.Award_vod	Award
RecordType.Medical_Event_vod__c.Award_vod.Description	Used for events where primary focus is awards
RecordType.Medical_Event_vod__c.BMS_EMEA_1_Meeting_Plan	Meeting Plan
RecordType.Medical_Event_vod__c.BMS_EMEA_1_Meeting_Plan.Description	VPRO Nov 2013: Meeting Plan (1st step of the Field Force Meeting process)
RecordType.Medical_Event_vod__c.BMS_EMEA_2_Meeting_Post_Execution	Meeting Post-Execution
RecordType.Medical_Event_vod__c.BMS_EMEA_2_Meeting_Post_Execution.Description	VPRO Nov 2013: Meeting Post-Execution (2nd step of the Meeting process)
RecordType.Medical_Event_vod__c.BMS_EMEA_3_Meeting_Close_Out	Meeting Close Out
RecordType.Medical_Event_vod__c.BMS_EMEA_3_Meeting_Close_Out.Description	VPRO EMEA Feb 2014: Meeting Close Out (3rd and last step of the Field Force Meeting process)
RecordType.Medical_Event_vod__c.BMS_EMEA_4_Meeting_Cancelled	Meeting Cancelled
RecordType.Medical_Event_vod__c.BMS_EMEA_4_Meeting_Cancelled.Description	BMS ACN - June 2015: Record Type for Cancelled Meetings
RecordType.Medical_Event_vod__c.BMS_EMEA_H20_Meeting	H2O Meeting
RecordType.Medical_Event_vod__c.BMS_EMEA_H20_Meeting.Description	Record type for EMEA H20 meetings.
RecordType.Medical_Event_vod__c.BMS_EMEA_H2O_Meeting_Locked	H2O Meeting - Locked
RecordType.Medical_Event_vod__c.BMS_EMEA_H2O_Meeting_Locked.Description	VPRO EMEA Feb 2014: RecordType used when the Meeting has been locked.
RecordType.Medical_Event_vod__c.BMS_EMEA_Meeting_FFM_abbreviated_Access	BMS - EMEA - Meeting FFM abbreviated Access
RecordType.Medical_Event_vod__c.BMS_EMEA_Meeting_FFM_abbreviated_Access.Description	VPRO EMEA Apr-15: Used by FR for their abbreviated process (Access)
RecordType.Medical_Event_vod__c.BMS_EMEA_Meeting_FFM_abbreviated_Closed	BMS - EMEA - Meeting FFM abbreviated Closed
RecordType.Medical_Event_vod__c.BMS_EMEA_Meeting_FFM_abbreviated_Closed.Description	VPRO EMEA Mar-15: Used by FR for their abbreviated process
RecordType.Medical_Event_vod__c.BMS_EMEA_Meeting_FFM_abbreviated_EPM	BMS - EMEA - Meeting FFM abbreviated EPM
RecordType.Medical_Event_vod__c.BMS_EMEA_Meeting_FFM_abbreviated_EPM.Description	VPRO EMEA Apr-15: Used by FR for their abbreviated process (EPM/RRE)
RecordType.Medical_Event_vod__c.BMS_EMEA_Meeting_FFM_abbreviated_MSM	BMS - EMEA - Meeting FFM abbreviated MSM
RecordType.Medical_Event_vod__c.BMS_EMEA_Meeting_FFM_abbreviated_MSM.Description	VPRO EMEA Mar-15: Used by FR for their abbreviated process
RecordType.Medical_Event_vod__c.BMS_EMEA_Meeting_FFM_abbreviated_Sales	BMS - EMEA - Meeting FFM abbreviated Sales
RecordType.Medical_Event_vod__c.BMS_EMEA_Meeting_FFM_abbreviated_Sales.Description	VPRO EMEA Mar-15: Used by FR for their abbreviated process
RecordType.Medical_Event_vod__c.Close_Out	4. Close Out
RecordType.Medical_Event_vod__c.Close_Out.Description	Close out / En fermeture
RecordType.Medical_Event_vod__c.Congress_vod	Congress
RecordType.Medical_Event_vod__c.Congress_vod.Description	Congress
RecordType.Medical_Event_vod__c.Cross_Org	Cross_Org
RecordType.Medical_Event_vod__c.Cross_Org.Description	Activity use in new EM for Cross Border planning
RecordType.Medical_Event_vod__c.Execution	3. Execution
RecordType.Medical_Event_vod__c.Execution.Description	Execution / En exécution
RecordType.Medical_Event_vod__c.Exhibits_Booths_and_Displays	Exhibits,_Booths_and_Displays
RecordType.Medical_Event_vod__c.Exhibits_Booths_and_Displays.Description	Exhibits, Booths and Displays RT for EM
RecordType.Medical_Event_vod__c.HCP_Sponsorship	HCP_Sponsorship
RecordType.Medical_Event_vod__c.HCP_Sponsorship.Description	Sponsorship RT for EM
RecordType.Medical_Event_vod__c.Internal_Speaking	Internal_Speaking
RecordType.Medical_Event_vod__c.Internal_Speaking.Description	Internal Speaking RT for EM
RecordType.Medical_Event_vod__c.Investigator_Meeting_vod	Investigator Meeting
RecordType.Medical_Event_vod__c.Investigator_Meeting_vod.Description	Investigator Meeting
RecordType.Medical_Event_vod__c.Master	Master
RecordType.Medical_Event_vod__c.Master.Description	Default Record Type with Medical Event page layout assigned
RecordType.Medical_Event_vod__c.Medical_Event_vod	Medical_Event_vod
RecordType.Medical_Event_vod__c.Medical_Event_vod.Description	Standard record type for Medical Events
RecordType.Medical_Event_vod__c.Other_Consulting	Other_Consulting
RecordType.Medical_Event_vod__c.Other_Consulting.Description	Other Consulting RT for EM
RecordType.Medical_Event_vod__c.Planning	1. Planning
RecordType.Medical_Event_vod__c.Planning.Description	Planning state / En planification
RecordType.Medical_Event_vod__c.Planning_2	2. Under Review
RecordType.Medical_Event_vod__c.Planning_2.Description	Under Review / En révision
RecordType.Medical_Event_vod__c.Preceptorship	Preceptorship
RecordType.Medical_Event_vod__c.Preceptorship.Description	Preceptorship RT for EM
RecordType.Medical_Event_vod__c.R_D_Committee	R&D Committee
RecordType.Medical_Event_vod__c.R_D_Committee.Description	R&D CommitteesRT for EM
RecordType.Medical_Event_vod__c.Round_Table_vod	Round Table
RecordType.Medical_Event_vod__c.Round_Table_vod.Description	Round Table
RecordType.Medical_Event_vod__c.Satellite_Symposium_vod	Satellite Symposium
RecordType.Medical_Event_vod__c.Satellite_Symposium_vod.Description	Used for remote symposium events
RecordType.Medical_Event_vod__c.Simple_Activity_HCPTS	Simple Activity
RecordType.Medical_Event_vod__c.Speaker_Meeting	Speaker_Meeting
RecordType.Medical_Event_vod__c.Speaker_Meeting.Description	Speaker Meeting - parallel for EM rectype
RecordType.Medical_Event_vod__c.Speaker_Program_vod	Speaker Program
RecordType.Medical_Event_vod__c.Speaker_Program_vod.Description	Speaker Program
RecordType.Medical_Event_vod__c.Speaker_Series	Speaker Series
RecordType.Medical_Event_vod__c.Speaker_Series.Description	Speaker Series RT for EM
