UTF-8
BUKRS,KOSTL,KTEXT,PurchasingUnit
"0115","9018871","Maghreb (Algeria-Tun",""
"0671","9018873","Thailand IT",""
"0434","9018874","ES Ppl Svcs Japan",""
"0511","9018875","P2P-Mexico",""
"0034","9018877","GCH-Corp General Mgt",""
"0042","9018880","Sourcing Excellence",""
"0020","9018881","Comm Ops HQ-Other",""
"0115","9018882","GM Canada",""
"5085","9018883","Legal Affairs-Dubai",""
"0068","9018884","GCH-PT",""
"0670","9018885","Hong Kong IT",""
"0020","9018886","IT Services",""
"0122","9018887","EHS-Brazil",""
"0671","9018888","Audit services-TH",""
"0045","9018889","HUMAN RES. TR/US",""
"0561","9018890","Commun Svcs Tampa",""
"0401","9018891","TMEE",""
"0062","9018892","ES Ppl Svcs Italy",""
"0124","9018893","FD Belgium",""
"0122","9018894","Tesouraria-NJ",""
"0141","9018897","T&OE Leads-Spain",""
"0062","9018898","IT HRprojPeople@Work",""
"0044","9018899","OTC-Support Germany",""
"0131","9018900","GPO Record to Report",""
"0131","9018902","GM-MEA",""
"0020","9018903","ES BD Support",""
"0561","9018904","DOM&EXEC COMP-TAMPA",""
"0505","9018905","Legal Corp Ireland",""
"0505","9018906","GCH-Finance",""
"0422","9018907","Legal Corp EMEA",""
"0581","9018908","Gna Finance Algeria",""
"0581","9018909","HR Dir PT",""
"0581","9018910","BCF-France (HQ)",""
"0581","9018911","IT",""
"0581","9018912","Maghreb (Algeria-Tun",""
"0581","9018915","Mature brand&Geo",""
"0581","9018919","Grants",""
"0581","9018920","Gna Finance FSA",""
"0581","9018921","GnA MAROC",""
"0581","9018922","Sourcing Excellence",""
"0581","9018924","Regulatory Tunisia",""
"0581","9018927","Global Fac Svcs EMEA",""
"0581","9018928","GM Canada",""
"0581","9018929","G&A Exec Gnl Mgmt",""
"0581","9018930","Strategy & Operation",""
"0581","9018932","Car Pool Mgmt",""
"0581","9018933","Compl&Ethics FRANCE",""
"0581","9018934","FINANCE ANALYSIS-G",""
"0581","9018935","DG TUNISIE",""
"0581","9018936","ODSS_France",""
"0581","9018937","France DIO",""
"0581","9018938","FRAIS BUREAU DE REPR",""
"0581","9018939","Tech Ops IM-France",""
"0581","9018940","Disability Agreement",""
"0581","9018941","Ext Legal France",""
"0581","9018942","ES Ppl Svcs France",""
"0581","9018944","G&A Other",""
"0581","9018945","GOTC",""
"0581","9018946","MOSAIC VSP",""
"0581","9018947","MOSAIC CR",""
"0581","9018948","MOSAIC LIC",""
"0581","9018949","SYNCHROTRON",""
"0581","9018950","ELMER VSP",""
"0581","9018951","ELMER CR",""
"0581","9018952","ELMER LIC",""
"0581","9018953","Charitable giving",""
"0581","9018955","P2P-France",""
"0581","9018956","HR Algeria",""
"0581","9018957","G&A Other",""
"0581","9018958","General Mgmt",""
"0581","9018960","EMEA Satellite Franc",""
"0581","9018961","Social Affairs",""
"0581","9018962","COMPEN. BEN. CORPORA",""
"0581","9018963","France PC/Srvr Depr",""
"0581","9018964","Legal",""
"0581","9018965","Legal Comm-France",""
"0581","9018966","France Ntwk Depr",""
"0581","9018967","FP&A & BCF",""
"0581","9018971","Frnc Off Rent Frnch",""
"0581","9018972","Corp IT France",""
"0581","9018973","Legal CCE-France",""
"0581","9018974","WWMG Europe HQ's",""
"0581","9018975","PUBLIC AFFAIRS",""
"0581","9018976","Training",""
"0581","9018977","HR & Payroll Mgmt",""
"0581","9018978","BFS France expats UK",""
"0581","9018979","Procurement France",""
"0581","9018980","General Services",""
"0020","9018981","China Expat",""
"0082","9018984","GCH-Finance",""
"0134","9018985","GCH-Finance",""
"0162","9018986","GCH-Finance",""
"0134","9018991","Legal Corporate-Swit",""
"0162","9018992","Legal Corp-Switzerl",""
"0581","9018995","GMS EMEA & AP",""
"0581","9018996","Tax advisory & TP",""
"0131","9018997","CEE Commercial",""
"0131","9018998","EMAC Public Affairs",""
"0131","9018999","Intercon Finance",""
"0131","9019000","Intercon GM",""
"0131","9019001","Intercon HR",""
"0131","9019002","Intercon Legal",""
"0131","9019003","Intercon Public Affa",""
"0020","9019004","Expat Russia",""
"0083","9019006","G&A HOST-China",""
"0034","9019007","Tax Advisory & TP",""
"0054","9019008","Tax Advisory & TP",""
"0124","9019009","Tax Advisory & TP",""
"0131","9019010","Tax Advisory & TP",""
"0141","9019011","Tax Advisory & TP",""
"0150","9019012","Tax Advisory & TP",""
"0412","9019013","Tax Advisory & TP",""
"0468","9019014","Tax Advisory & TP",""
"0526","9019015","Tax Advisory & TP",""
"0044","9019016","Tax Advisory & TP",""
"0045","9019017","Tax Advisory & TP",""
"0052","9019018","Tax Advisory & TP",""
"0053","9019019","Tax Advisory & TP",""
"0059","9019020","Tax Advisory & TP",""
"0068","9019022","Tax Advisory & TP",""
"0098","9019024","Tax Advisory & TP",""
"0101","9019025","Tax Advisory & TP",""
"0119","9019026","Tax Advisory & TP",""
"0126","9019027","Tax Advisory & TP",""
"0405","9019028","Tax Advisory & TP",""
"0506","9019030","Tax Advisory & TP",""
"5425","9019032","Tax Advisory & TP",""
"0050","9019033","Tax Advisory & TP",""
"0150","9019035","Tax Advisory & TP2",""
"0389","9019036","Tax Cost Centre",""
"0115","9019037","Tax Advisory & TP",""
"0042","9019038","Transfer pricing and",""
"0080","9019040","Transfer pricing and",""
"0083","9019041","Transfer pricing and",""
"0401","9019045","Transfer pricing and",""
"0406","9019046","Transfer pricing and",""
"0434","9019047","Transfer pricing and",""
"0538","9019048","Transfer pricing and",""
"0671","9019050","Transfer pricing and",""
"0422","9019051","GP GCH Biologics",""
"0072","9019052","German Finance",""
"0115","9019053","Commuter-Finance",""
"0115","9019054","Commuter-HR",""
"0052","9019055","Mgr Intercon HQ",""
"0020","9019056","Bloomsbury NJ",""
"0131","9019057","ECC-OTC",""
"0131","9019058","ECC-Finance",""
"0150","9019059","G&A-Other SA",""
"0141","9019060","ES Ppl Svcs Spain",""
"0131","9019061","CEE HR",""
"0020","9019063","FP&A COE NJ",""
"0131","9019064","FP&A COE UK",""
"0581","9019066","Intercon Commuter",""
"0581","9019067","Intercon Commuter",""
"0020","9019070","ACOE-Analytics COE",""
"0020","9019071","Intercon-HR US Home",""
"0044","9019072","L&D Lead EMAC",""
"0561","9019073","Controller-FL",""
"0150","9019075","G&A-Bank Comm",""
"0150","9019076","G&A-Bank Comm Serv",""
"0131","9019077","Compl Intercon-UK",""
"0020","9019078","Content Mgmt Sys IT",""
"0561","9019079","GMS Finance Tampa",""
"0062","9019080","Tax Advisory_&_TP",""
"0070","9019081","CN Alliance Tax",""
"0062","9019084","Argentina expat.cost",""
"0115","9019085","G&A Exec Algérie",""
"0115","9019086","G&A executive FSA",""
"0131","9019087","Europe Commercial IT",""
"0074","9019088","Compl EMAC-Swtzrlnd",""
"0083","9019090","Intercon HR",""
"0549","9019091","Proc-to-Pay-Romania",""
"0057","9019092","Proc-to-Pay-Greece",""
"0126","9019093","Proc-to-Pay-Hungary",""
"0124","9019094","Procure-to-Pay-Czech",""
"0406","9019095","Procure-to-Pay-China",""
"0670","9019096","ProcToPay-Hong Kong",""
"0080","9019097","ProcToPay-Singapore",""
"0401","9019098","ProcToPay-Sth Korea",""
"0083","9019099","Proc-to-Pay-Taiwan",""
"0538","9019101","Procure-to-Pay-India",""
"5085","9019102","ProcToPay-ME&Africa",""
"0468","9019106","ProcureToPay-Poland",""
"0045","9019107","ProcureToPay-Turkey",""
"0150","9019108","ProcureToPay-Russia",""
"0217","9019109","Procure-to-Pay-Peru",""
"0048","9019110","Procure-to-Pay-Chile",""
"0205","9019111","ProcureToPayColumbia",""
"0047","9019112","ProcToPay-Venezuela",""
"0034","9019113","Procure-to-Pay-UK",""
"0141","9019115","Procure-to-Pay-Spain",""
"0119","9019116","ProcureToPay-Norway",""
"0405","9019117","ProcureToPay-Denmark",""
"0101","9019118","ProcureToPay-Finland",""
"0098","9019119","ProcureToPay-Austria",""
"0053","9019120","ProcureToPay-Belgium",""
"0059","9019121","ProcToPay-Netherland",""
"0042","9019122","ProcToPay-Australia",""
"0062","9019124","Procure-to-Pay-Italy",""
"0074","9019125","ProcToPaySwitzerland",""
"0068","9019126","ProcureToPayPortugal",""
"0044","9019127","ProcureToPay-Germany",""
"0434","9019128","Procure-to-Pay-Japan",""
"0511","9019129","ES Ppl Svcs Mexico",""
"0035","9019130","ES HR Svces Canada",""
"0122","9019132","Global Taxes Consul",""
"0581","9019133","G&A PURCHASING FAC2",""
"0131","9019134","CEE FINANCE",""
"0401","9019135","G&A mgt_PacRim HQ",""
"0401","9019136","G&A_Fin_PacRim HQ",""
"0401","9019137","G&A HR_PacRim HQ",""
"0434","9019138","Japan EHS",""
"0044","9019139","G&A Char Giving Germ",""
"0038","9019140","Pub Affair-Argentina",""
"0122","9019141","Pub Affairs-Brazil",""
"0406","9019142","Public Affairs-China",""
"0538","9019143","Public Affairs-India",""
"0401","9019144","Public Affairs-Korea",""
"0511","9019145","Pub Affairs-Mexico",""
"0549","9019146","Pub Affairs-Romania",""
"0042","9019147","Pub Affair-Australia",""
"0098","9019148","Pub Affairs-Austria",""
"0053","9019149","Pub Affairs-Belgium",""
"0035","9019150","Pub Affairs-Canada",""
"0062","9019151","Public Affairs-Italy",""
"0059","9019152","Pub Affa-Netherlands",""
"0141","9019153","Public Affairs-Spain",""
"0074","9019154","Pub Affa-Switzerland",""
"0034","9019155","Public Affairs-UK",""
"0044","9019156","Pub Affairs-Germany",""
"0434","9019157","Public Affairs-Japan",""
"0101","9019158","Pub Affairs-Finland",""
"0119","9019159","Pub Affairs-Norway",""
"0405","9019160","Pub Affairs-Denmark",""
"0052","9019161","Pub Affairs-Sweden",""
"0511","9019163","Tax Advis& TP_Mexico",""
"0131","9019165","HR Total Rewards-UK",""
"0062","9019166","HR Total Rewards-Ita",""
"0434","9019167","HR Total Rewards-Jap",""
"0406","9019168","HR Total Rewards-Chi",""
"0434","9019169","T&OE Leads-Japan",""
"0581","9019170","T&OE Leads-France",""
"0062","9019171","T&OE Leads-Italy",""
"0406","9019172","T&OE Leads-China 406",""
"0020","9019173","WW Pricing&Mkt Acces",""
"0045","9019174","ES Ppl Svcs Turkey",""
"0115","9019175","ELMER UPSA-DV",""
"0115","9019176","ELMER UPSA-VSP",""
"0115","9019177","ELMER UPSA-LIC",""
"0468","9019178","BCF Europe",""
"0115","9019179","BFS France expats UK",""
"0042","9019180","AsiaPac Service Desk",""
"0020","9019181","MTV Building 101",""
"0020","9019182","350 Carter Rd (HPW)",""
"0020","9019183","Baraclude PAP",""
"5085","9019185","G&A Finance Levant-E",""
"0150","9019186","ES Ppl Svcs Russia 2",""
"0670","9019187","G&A Grant",""
"0089","9019189","ProcToPay-China SASS",""
"0231","9019190","ProcToPay-Shanghai",""
"0080","9019192","SEA Distr Mkt 2015",""
"0074","9019193","ES Ppl Svcs Switzerl",""
"0115","9019194","PUBLIC AFFAIRS expat",""
"0422","9019195","ES Ppl Svcs GCH SwIn",""
"0126","9019196","Temporary help IT",""
"0122","9019197","ES Ppl Svcs Brazil",""
"0581","9019198","Global Fac Svcs EMEA",""
"0581","9019199","TALENT ACQUI SP Ex",""
"0581","9019200","G&A Exec Algérie",""
"0034","9019203","T&OE Leads-UK Irelan",""
"0034","9019204","HR Ttl Rwrds-UK/Ire",""
"0089","9019205","T&OE Leads-China 89",""
"0089","9019206","HR Ttl Rwrds-China",""
"5085","9019207","G&A Finance Saudi A",""
"0020","9019208","US Fed Pol",""
"0053","9019209","EU Pol & Govt Aff",""
"0020","9019210","GP,Adv&Gov Aff-US",""
"0581","9019211","GP,Adv&Gov Aff-Expat",""
"0020","9019212","NA Service Desk",""
"0561","9019213","Tampa Service Desk",""
"0131","9019214","EMEA Service Desk",""
"0020","9019215","China Expats",""
"0150","9019216","ES Ppl Svcs Russia",""
"0131","9019217","Global Talent Acq",""
"0052","9019219","ProcToPay-Sweden",""
"0240","9019220","Proc-To-Pay-EUHQ",""
"0020","9019221","Finance General",""
"0020","9019222","Audit Services-NY",""
"0020","9019224","Legal Admin-NJ",""
"0001","9019228","Compliance NY",""
"0001","9019229","Legal TPG-NY",""
"0020","9019230","Legal Executive-NJ",""
"0020","9019231","Legal Operations-NJ",""
"0020","9019232","Lit/Gov Investig-NJ",""
"0020","9019233","Corp Security-NJ",""
"0020","9019234","Global Divers & Incl",""
"0020","9019235","HR-Executive",""
"0045","9019237","FP&A COE NJ",""
"0020","9019238","WPS_NA",""
"0581","9019239","WPS_France Pharm",""
"0412","9019240","WPS_Israel",""
"0045","9019241","WPS_Turkey",""
"5085","9019242","WPS_Middle East",""
"0131","9019243","WPS_UK",""
"5425","9019244","WPS_Egypt",""
"0062","9019245","WPS_Italy",""
"0115","9019246","WPS_France UPSA",""
"0141","9019247","WPS_Spain",""
"0053","9019248","WPS_Belgium",""
"0068","9019249","WPS_Portugal",""
"0124","9019250","WPS_Czech Republic",""
"0059","9019251","WPS_Netherlands",""
"0126","9019252","WPS_Hungary",""
"0044","9019253","WPS_Germany",""
"0098","9019254","WPS_Austria",""
"0074","9019255","WPS_Switzerland",""
"0052","9019256","WPS_Sweden",""
"0405","9019257","WPS_Denmark",""
"0119","9019258","WPS_Norway",""
"0101","9019259","WPS_Finland",""
"0468","9019260","WPS_Poland 468",""
"0057","9019261","WPS_Greece",""
"0072","9019262","WPS_Ireland",""
"0034","9019263","WPS_UK UXB",""
"0150","9019264","WPS_Russia",""
"0526","9019265","WPS_Poland 526",""
"0549","9019266","WPS_Romania",""
"0121","9019267","WPS_Saudi Arabia",""
"0150","9019268","WPS_Serv.Agr.Russia",""
"0050","9019269","WPS_S Africa",""
"0434","9019270","WPS_Japan",""
"0538","9019271","WPS_India",""
"0401","9019272","WPS_Korea",""
"0083","9019273","WPS_Taiwan",""
"0089","9019274","WPS_China SASS",""
"0042","9019275","WPS_Australia",""
"0671","9019276","WPS_Thailand",""
"0080","9019277","WPS_Singapore",""
"0670","9019278","WPS_Hong Kong",""
"0406","9019279","WPS_China 406",""
"0064","9019280","WPS_Puerto Rico",""
"0055","9019281","WPS_PR Guaynabo",""
"0035","9019282","WPS_Canada",""
"0511","9019283","WPS_Mexico",""
"0122","9019284","WPS_Brazil",""
"0048","9019285","WPS_Chile",""
"0205","9019286","WPS_Colombia",""
"0038","9019288","WPS_Argentina",""
"0047","9019289","WPS_Venezuela",""
"0217","9019290","WPS_Peru",""
"0001","9019291","Aviation",""
"0581","9019292","PUBLIC AFFAIRS expat",""
"0205","9019293","Tax Advis& TP_Colomb",""
"0020","9019294","GREWS HQ",""
"5085","9019295","G&A Exec/GM Levant E",""
"0020","9019296","Korea Expats Finance",""
"0020","9019297","Korea Expats Managem",""
"0038","9019298","ES Ppl Svcs Argentin",""
"0131","9019299","ECC-Fleet Services",""
"0131","9019300","ECC-Contract COE",""
"0020","9019301","Global Advocacy",""
"0581","9019302","Global Advocacy",""
"0526","9019304","ProcToPay-Poland0526",""
"0131","9019305","Commun Svcs Chester",""
"0020","9019306","Oper. Excellence",""
"0581","9019308","G&A Business Finance",""
"5425","9019309","ES Ppl Svcs Egypt",""
"0131","9019310","T&OE Leads-UK(131)",""
"0044","9019311","T&OE Leads-Germany",""
"0131","9019312","CEE Grants",""
"0020","9019313","WWCO RAR",""
"0074","9019315","G&A OTH Swiss BUonly",""
"0064","9019316","GMS Reg Benfts-Co64",""
"0454","9019317","GMS Reg Benfts-Co454",""
"0062","9019318","SCT-Italy",""
"0141","9019319","SCT-Spain",""
"0561","9019320","Core App Svcs-Tampa",""
"0581","9019323","Glbl Tal Acq Co.581",""
"0561","9019324","Procurement COE-NACC",""
"0001","9019326","CIO-HQ",""
"0001","9019327","President GMS",""
"0001","9019328","Invest Rel-Co. 01",""
"0581","9019329","WWC HR France",""
"0561","9019331","NACC GMS HQ IT",""
"0042","9019332","Tax Department Au",""
"0059","9019333","Grants-Other NL",""
"0485","9019334","Bank Fees-LE 0485",""
"0389","9019335","Bank Fees-LE 0389",""
"0406","9019336","SCT-China",""
"0047","9019337","Tax Advis&TP Vzla",""
"0131","9019338","Chester Controllable",""
"0053","9019339","Braine Controllable",""
"0550","9019340","BLY Controllable",""
"0551","9019341","RWC Controllable",""
"0053","9019342","Compliance & Ethics",""
"0126","9019343","ES Ppl Svcs BMS Hung",""
"0561","9019345","Tampa HQ-JLL",""
"5085","9019346","ES Ppl Svcs Middle E",""
"0545","9019348","PMO/OPEX Devens",""
"0055","9019349","Facilities Guaynabo",""
"0020","9019350","Intercon HQ Expats",""
"0066","9019351","G&A other-SOFCA",""
"5085","9019352","Compl Intercon-Dubai",""
"0185","9019353","Compl-Germany",""
"0020","9019354","MEAI G&A FIN HEAD",""
"0185","9019355","STG-Germany",""
"0020","9019356","Enterprise Info Gov",""
"0020","9019357","Master Data Mngmnt",""
"0131","9019358","Master Data Mgmnt UK",""
"0020","9019359","Integration",""
"0020","9019360","Content",""
"0020","9019361","Data Repositories",""
"0020","9019362","Enablng Anl&Tech Eng",""
"0020","9019363","EIM Solution Leads",""
"0020","9019364","EIM Project Mngmnt",""
"0020","9019365","MDM Operations",""
"0020","9019366","Data Curation Svcs",""
"0020","9019367","EIM HQ",""
"0020","9019368","Data Qual Mngmnt",""
"0020","9019369","Applica Supp & Maint",""
"0020","9019370","Scien Info & Pat Any",""
"0020","9019371","Content Mngmnt",""
"0020","9019372","Info Analy & Science",""
"0020","9019374","Compliance Invest NJ",""
"0053","9019375","Compl EMAC-Belgium",""
"0020","9019376","Compl Policy&Proced",""
"0240","9019378","Trailing EU HQ Exp",""
"0064","9019379","EHS-Puerto Rico",""
"0089","9019380","EHS-China",""
"0020","9019381","ITO Maintenance Admi",""
"0062","9019382","EHS-Italy",""
"0422","9019383","EHS-Switzerland",""
"0115","9019384","UPSA serv transition",""
"0581","9019385","UPSA serv transition",""
"5085","9019388","IKM G&A Info Syst",""
"0131","9019389","HUMAN RESOURCES IT",""
"5085","9019390","Tax Advisory & TP",""
"5085","9019392","BCF-Dubai",""
"0042","9019396","ERP Op Sys-Australia",""
"0583","9019397","Cambridge Facilities",""
"0561","9019398","Tampa Controllable",""
"0561","9019399","Tampa",""
"0020","9019400","Gbl Pol & Adv (Spec)",""
"0020","9019402","Fed Govt Aff",""
"0020","9019403","Gbl Pol&Adv (Onc)",""
"0080","9019404","G&A-CHARITABLE GIVIN",""
"0545","9019406","MS&T-PMO & OPS",""
"0020","9019407","Tech Writing-HPW",""
"0545","9019408","DVN MS&TControllable",""
"0545","9019409","DCM Controllable",""
"0083","9019410","Corp Staff HR-Taiwan",""
"0020","9019411","Intercon HQ IT",""
"0454","9019412","WPS_PR_Manati",""
"0131","9019413","ECC payroll",""
"0131","9019414","Service Level Mgmt",""
"0002","9019415","Employee Giv Prog",""
"0047","9019416","Ppl Svcs-Venezuela",""
"0062","9019417","LATCAN HQ FINANCE",""
"0561","9019418","PD Tampa",""
"0045","9019419","Bad Debt Insurance R",""
"0045","9019420","TURKEY GRANTS",""
"0131","9019421","AMS recruitment",""
"0131","9019422","FO&T IT Costs-EU",""
"0020","9019423","FO&T IT Costs-US",""
"0020","9019424","CEC IT Costs-US",""
"0020","9019426","CA IT Costs-US",""
"0131","9019427","CA IT Costs-EU",""
"0581","9019428","ELMER UPSA-DV",""
"0581","9019429","ELMER UPSA-LIC",""
"0581","9019430","ELMER UPSA-VSP",""
"0053","9019432","Product Donation G&A",""
"0141","9019433","Finance-Hungary",""
"0581","9019434","InterconHQ LR&Access",""
"0205","9019436","ES Ppl Svcs Colombia",""
"0550","9019437","IME-GU (Bladder)",""
"0550","9019438","IME-GU (RCC)",""
"0550","9019439","IME-Lymphoma",""
"0550","9019440","IME-Head & Neck",""
"0550","9019441","IME-Biomarker",""
"0550","9019442","IME-Glioblastoma",""
"0550","9019443","IME-IO Education",""
"0044","9019444","RAR HR Evolution",""
"0405","9019445","PHONE EXP ALLOCATION",""
"0405","9019446","CAR EXP ALLOCATION",""
"0119","9019447","PHONE EXP ALLOCATION",""
"0119","9019448","CAR EXP ALLOCATION",""
"0101","9019449","PHONE EXP ALLOCATION",""
"0101","9019450","CAR EXP ALLOCATION",""
"0545","9019451","IS Devens",""
"0020","9019452","IM Alloc to WW Comm",""
