UTF-8
WBS Element,Short Description,Parent ID,Parent Description,Company Code,Currency,Start Date,End Date,Available Budget,Total Budget
"WF0121-160010","non protional materials","1900000000000003049320","Other Marketing","0121","SAR","01/01/2016","12/31/2016",68147.99,712500.00
"WF0581-160150","Opdivo-Lung-OM-RRE-Autre Partenariats","1900000000000002918220","Other Marketing","0581","EUR","01/01/2016","12/31/2016",61758.08,670000.00
"W50122-160105","Treinamento FV","1900000000000002757820","A&P","0122","BRL","01/01/2016","12/31/2016",49179.83,5241607.10
"W50405-160194","Kardiologisk sygepl. Symp. Århus","1900000000000002664820","A&P","0405","DKK","01/01/2016","12/31/2016",1119861.70,2771000.00
"WF0045-160013","Video Shooting - Disease Awareness","1900000000000002759920","Other Marketing","0045","TRY","01/01/2016","12/31/2016",55000.00,85000.00
"WF0045-160014","Video Shooting - Disease Awareness","1900000000000002761420","Other Marketing","0045","TRY","01/01/2016","12/31/2016",234362.69,250000.00
"WF0045-160015","Video Shooting - Disease Awareness","1900000000000002755020","Other Marketing","0045","TRY","01/01/2016","12/31/2016",173250.00,180000.00
"WF0045-160016","Video Shooting - Disease Awareness","1900000000000002758720","Other Marketing","0045","TRY","01/01/2016","12/31/2016",187000.00,187000.00
"W50080-160052","AASLD 2016","1900000000000002974120","A&P","0080","SGD","01/01/2016","12/30/2016",70652.23,204685.00
"WT0062-160005","Opdivo Adv.Board NSQ NSCLC Roma Lug16","1900000000000002792720","HPCS","0062","EUR","01/01/2016","12/31/2016",5840.00,33000.00
"V40401-160031","Orencia PMS Publication Meeting","1900000000000002716620","Medical Publications & Other Medical Aff","0401","KRW","01/01/2016","12/31/2016",1866681.36,2930000.00
"V40401-160032","PPM Orencia (Jun 28) Daegu","1900000000000002716620","Medical Publications & Other Medical Aff","0401","KRW","01/01/2016","12/31/2016",1866681.36,2930000.00
"WF0581-160151","Partenariat CHAM 2016 (JCB)","1900000000000003080520","Other Marketing","0581","EUR","02/10/2016","12/31/2016",43904.62,100000.00
"W50671-160071","MID Year GAT 2016","1900000000000003015920","A&P","0671","THB","01/01/2016","12/31/2016",10438887.15,14800000.00
"WR0062-160038","Opdivo Calibraz.Merc.NSCLC 2016 costs","1900000000000002792820","Market Research","0062","EUR","01/01/2016","12/31/2016",119980.00,561957.00
"WR0062-160039","Opdivo Oncoview Cross tumors","1900000000000002792820","Market Research","0062","EUR","01/01/2016","12/31/2016",119980.00,561957.00
"WF0045-160017","Pharmacoeconomic Outlook","1900000000000002759420","Other Marketing","0045","TRY","01/01/2016","12/31/2016",179388.26,267000.00
"W50050-160032","ICON- Congress August16","1900000000000002778120","A&P","0050","ZAR","01/01/2016","12/31/2016",393736.63,462572.00
"W50059-160122","Pre-launch MOA campaign","1900000000000002685320","A&P","0059","EUR","01/01/2016","12/31/2016",10000.00,10000.00
"WF0062-160230","Yervoy SIFO","1900000000000002802120","Other Marketing","0062","EUR","01/01/2016","12/31/2016",48241.06,58175.00
"W50059-160123","MM Focus Group","1900000000000002685320","A&P","0059","EUR","01/01/2016","12/31/2016",10000.00,10000.00
"W50059-160124","EHA Amplification","1900000000000002685320","A&P","0059","EUR","01/01/2016","12/31/2016",10000.00,10000.00
"W50059-160126","Communication Educational Meetings","1900000000000002685320","A&P","0059","EUR","01/01/2016","12/31/2016",10000.00,10000.00
"WF0059-160057","Partnership Projects","1900000000000002685620","Other Marketing","0059","EUR","01/01/2016","12/31/2016",31883.44,36424.00
"WF0059-160058","Meet-the-expert Prof Ludwig","1900000000000002685620","Other Marketing","0059","EUR","01/01/2016","12/31/2016",31883.44,36424.00
"WF0059-160059","Patient Brochure MM","1900000000000002685620","Other Marketing","0059","EUR","01/01/2016","12/31/2016",31883.44,36424.00
"WR0059-160030","Deep Dive into MM","1900000000000002685520","Market Research","0059","EUR","01/01/2016","12/31/2016",36424.00,36424.00
"WR0059-160031","Profile Elotuzumab + right patient","1900000000000002685520","Market Research","0059","EUR","01/01/2016","12/31/2016",36424.00,36424.00
"WF0048-160023","Asesoría Rony Lenz","1900000000000002852820","Other Marketing","0048","CLP","01/01/2016","12/30/2016",1136717.46,1161218.95
"WF0405-160024","Digital-Professional","1900000000000003043120","Other Marketing","0405","DKK","01/07/2016","12/31/2016",270000.00,270000.00
"W50550-160288","BGB Pan Tumor","1900000000000002976920","A&P","0550","USD","01/01/2016","12/31/2016",991444.47,16312716.31
"WT0048-160012","Asesoria Hematologica","1900000000000002859420","HPCS","0048","CLP","01/01/2016","12/31/2016",92704.23,103026.23
"V40035-160122","Clinical consultancy for ICES study","1900000000000002756220","Medical Publications","0035","CAD","01/01/2016","12/31/2016",526597.00,1031488.00
"V40045-160055","Pharmacoeconomic Outlook","1900000000000002759320","Medical Publications","0045","TRY","01/01/2016","12/31/2016",10430.98,110000.00
"V40045-160056","IO Dergi İlanı - BMS Logo","1900000000000002787820","Medical Publications","0045","TRY","01/01/2016","12/31/2016",295753.21,670500.00
"W50062-160112","Orencia Croi Newsletter","1900000000000002793720","A&P","0062","EUR","01/01/2016","12/31/2016",347903.88,599903.93
"V40581-160199","Réunion 14-15 juin 2 consultants","1900000000000002932120","Medical Publications","0581","EUR","01/01/2016","12/31/2016",61489.29,90000.00
"WF0150-160128","HCAs analysis","1900000000000002640520","Other Marketing","0150","RUB","01/01/2016","12/31/2016",8610000.00,12000000.00
"WF0150-160129","HCAs analysis","1900000000000002640720","Other Marketing","0150","RUB","01/01/2016","12/31/2016",5374724.36,16460000.00
"WF0150-160130","HCAs analysis","1900000000000002639320","Other Marketing","0150","RUB","01/01/2016","12/31/2016",1106681.00,9157500.00
"V40141-160116","HEOR Renal","1900000000000002841820","Medical Publications","0141","EUR","01/01/2016","12/31/2016",728311.46,1300695.18
"V40141-160117","HEOR Lung","1900000000000002841820","Medical Publications","0141","EUR","01/01/2016","12/31/2016",728311.46,1300695.18
"V40141-160118","HEOR P&R H&N","1900000000000002841820","Medical Publications","0141","EUR","01/01/2016","12/31/2016",728311.46,1300695.18
"V40217-160020","Sponsorship ACR- Annual Meeting","1900000000000002859920","Medical Publications","0217","PEN","01/01/2016","12/31/2016",31850.00,31850.00
"W50053-160049","A&P Promo Mat","1900000000000002691920","A&P","0053","EUR","01/01/2016","12/31/2016",11440.64,12500.00
"V40205-160028","Sponsorship LALCA","1900000000000003040820","Medical Publications","0205","COP","01/06/2016","12/31/2016",235574592.20,427429529.75
"WR0434-160063","EQ Shared Qualitative WF Message Test","1900000000000002653720","Market Research Studies","0434","JPY","01/01/2016","12/31/2016",677740.00,1137000.00
"W50052-160138","Promotiona materials_ AGENCY","1900000000000003091720","A&P","0052","SEK","03/02/2016","12/31/2016",1502350.00,1544000.00
"V40150-160094","Preceptorship","1900000000000002647620","Medical Publications & Other Medical Aff","0150","RUB","01/01/2016","12/31/2016",1514811.03,3390000.00
"W50412-160126","Oncology nurse association activities","1900000000000002710720","A&P","0412","ILS","01/01/2016","12/31/2016",249354.12,767000.00
"W50412-160127","Preceptorship- Ichiliv (Oct-Nov 16)","1900000000000002709920","A&P","0412","ILS","01/01/2016","12/31/2016",583702.68,1035000.00
"V40549-160088","SRDO","1900000000000002750020","Medical Publications","0549","RON","01/01/2016","12/31/2016",384129.70,454152.00
"V40549-160089","Site IO.ro","1900000000000002750020","Medical Publications","0549","RON","01/01/2016","12/31/2016",384129.70,454152.00
"W50052-160139","Printing","1900000000000003091720","A&P","0052","SEK","03/02/2016","12/31/2016",1502350.00,1544000.00
"W50052-160140","Onsite activities","1900000000000003091720","A&P","0052","SEK","03/02/2016","12/31/2016",1502350.00,1544000.00
"W50052-160141","Speaker fees and travel costs","1900000000000003091720","A&P","0052","SEK","03/02/2016","12/31/2016",1502350.00,1544000.00
"W50052-160142","Print advertisements","1900000000000003091720","A&P","0052","SEK","03/02/2016","12/31/2016",1502350.00,1544000.00
"W50052-160143","Digital advertisements","1900000000000003091720","A&P","0052","SEK","03/02/2016","12/31/2016",1502350.00,1544000.00
"WT0048-160013","Honorarios Asesoría RCC","1900000000000002860520","HPCS","0048","CLP","01/01/2016","12/31/2016",115244.20,253164.52
"W50052-160144","National and regional society meetings","1900000000000003091720","A&P","0052","SEK","03/02/2016","12/31/2016",1502350.00,1544000.00
"W50141-160218","Reunion monografica Palma","1900000000000002878820","A&P","0141","EUR","01/01/2016","12/31/2016",83176.47,230495.00
"W50126-160033","Hematology international congresses","1900000000000002627020","A&P","0126","HUF","01/01/2016","12/31/2016",467208.18,14960000.00
"WF0048-160024","Workshop con Periodistas","1900000000000002852820","Other Marketing","0048","CLP","01/01/2016","12/30/2016",1136717.46,1161218.95
"V40042-160056","GT3 Masterclass 2016","1900000000000002833420","Medical Publications","0042","AUD","01/01/2016","12/31/2016",313657.62,370000.00
"V40401-160033","Orencia SEM","1900000000000002716620","Medical Publications & Other Medical Aff","0401","KRW","01/01/2016","12/31/2016",1866681.36,2930000.00
"V40549-160090","Medical Information Booth","1900000000000002750020","Medical Publications","0549","RON","01/01/2016","12/31/2016",384129.70,454152.00
"V40549-160091","Melanoma Expert meeting","1900000000000002750020","Medical Publications","0549","RON","01/01/2016","12/31/2016",384129.70,454152.00
"WF0050-160007","ISPOR2016-19-20 Sep.","1900000000000002750520","Other Marketing","0050","ZAR","01/01/2016","12/31/2016",546502.00,567702.00
"W50671-160072","IAS 2016 Addi","1900000000000003016920","A&P","0671","THB","01/01/2016","12/31/2016",7009842.80,8250000.00
"V40141-160119","Materiales Memopast","1900000000000002857120","Medical Publications","0141","EUR","01/01/2016","12/31/2016",103393.56,242440.00
"W50050-160033","Agency Time-ORE QS+Inetrnal Logo","1900000000000002778220","A&P","0050","ZAR","01/01/2016","12/31/2016",203995.94,388981.00
"W50050-160034","ORE S/C Launch Q/S: Agency Time","1900000000000002779920","A&P","0050","ZAR","01/01/2016","12/31/2016",417270.00,420520.00
"W50050-160035","SPR Internal Campaign Logo-Agency Time","1900000000000002778120","A&P","0050","ZAR","01/01/2016","12/31/2016",393736.63,462572.00
"W50050-160036","YER Internal Campaign Logo-Agency Time","1900000000000002778020","A&P","0050","ZAR","01/01/2016","12/31/2016",620359.49,788475.00
"WR0089-160069","2016 Sea Rainbow Hospital Data","1900000000000003004620","Market Research Studies","0089","CNY","01/01/2016","12/31/2016",252404.70,4496560.00
"WR0089-160070","PharmaTrust Secondary Hospital Data","1900000000000003004620","Market Research Studies","0089","CNY","01/01/2016","12/31/2016",252404.70,4496560.00
"WR0089-160071","Routine Literature Research,Analyzing an","1900000000000003004620","Market Research Studies","0089","CNY","01/01/2016","12/31/2016",252404.70,4496560.00
"WR0089-160072","2016 Sea Rainbow Hospital Data","1900000000000003005020","Market Research Studies","0089","CNY","01/01/2016","12/31/2016",1018319.00,2871932.00
"WR0089-160073","PharmaTrust Secondary Hospital Data","1900000000000003005020","Market Research Studies","0089","CNY","01/01/2016","12/31/2016",1018319.00,2871932.00
"WR0089-160074","Routine Literature Research,Analyzing an","1900000000000003005020","Market Research Studies","0089","CNY","01/01/2016","12/31/2016",1018319.00,2871932.00
"WR0231-160054","2016 Sea Rainbow Hospital Data","1900000000000003004820","Market Research Studies","0231","CNY","01/01/2016","12/31/2016",850680.00,2466838.31
"WR0231-160055","PharmaTrust Secondary Hospital Data","1900000000000003004820","Market Research Studies","0231","CNY","01/01/2016","12/31/2016",850680.00,2466838.31
"WR0231-160056","Routine Literature Research,Analyzing an","1900000000000003004820","Market Research Studies","0231","CNY","01/01/2016","12/31/2016",850680.00,2466838.31
"WR0089-160075","2016 Sea Rainbow Hospital Data","1900000000000003003520","Market Research Studies","0089","CNY","01/01/2016","12/31/2016",45864.75,329200.00
"WR0089-160076","PharmaTrust Secondary Hospital Data","1900000000000003003520","Market Research Studies","0089","CNY","01/01/2016","12/31/2016",45864.75,329200.00
"WR0089-160077","Routine Literature Research,Analyzing an","1900000000000003003520","Market Research Studies","0089","CNY","01/01/2016","12/31/2016",45864.75,329200.00
"WR0231-160057","2016 Sea Rainbow Hospital Data","1900000000000003004720","Market Research Studies","0231","CNY","01/01/2016","12/31/2016",102802.60,715580.00
"WR0231-160058","PharmaTrust Secondary Hospital Data","1900000000000003004720","Market Research Studies","0231","CNY","01/01/2016","12/31/2016",102802.60,715580.00
"WR0231-160059","Routine Literature Research,Analyzing an","1900000000000003004720","Market Research Studies","0231","CNY","01/01/2016","12/31/2016",102802.60,715580.00
"W50549-160077","Best of ASCO Cluj","1900000000000002747920","A&P","0549","RON","01/01/2016","12/31/2016",253865.09,337612.00
"V40581-160200","FiLMC guideline","1900000000000002930820","Medical Publications","0581","EUR","01/01/2016","12/31/2016",2283546.05,2687904.00
"W50101-160218","Internal BT meetings in the Fall 2016","1900000000000002667620","A&P","0101","EUR","01/01/2016","12/31/2016",115270.57,216951.50
"V40074-160070","V2-MED-NIVO-RCC_eNewsletter Flyer","1900000000000002709120","Medical Publications & Other Medical Aff","0074","CHF","01/01/2016","12/31/2016",128306.65,216595.00
"V40581-160201","CONGRES ESMO 9 INVITES REIN OCT COPENHAG","1900000000000002930820","Medical Publications","0581","EUR","01/01/2016","12/31/2016",2283546.05,2687904.00
"W50122-160029","Kick off","1900000000000002771020","A&P","0122","BRL","01/01/2016","12/31/2016",1442315.09,2656000.30
"W50122-160080","JORNADA PARANAENSE","1900000000000002771020","A&P","0122","BRL","01/01/2016","12/31/2016",1442315.09,2656000.30
"W50122-160068","ARTICULANDO","1900000000000002771020","A&P","0122","BRL","01/01/2016","12/31/2016",1442315.09,2656000.30
"V40074-160071","V2-MED-NIVO-Mela-Neurogrant-SNOM-2016","1900000000000002709120","Medical Publications & Other Medical Aff","0074","CHF","01/01/2016","12/31/2016",128306.65,216595.00
"V40405-160074","ASH 2016","1900000000000002681320","Medical Publications & Other Medical Aff","0405","DKK","01/01/2016","12/31/2016",50000.00,50000.00
"W50550-160289","BGB 1 Lung","1900000000000003080820","A&P","0550","USD","02/11/2016","12/31/2016",3000000.00,3000000.00
"V40231-160018","2016 Taxol-Slides preparation","1900000000000003022720","Medical Publications","0231","CNY","01/01/2016","12/31/2016",805515.30,910000.00
"V40231-160016","IO-TL identification and Survey","1900000000000003023620","Medical Publications","0231","CNY","01/01/2016","12/31/2016",2500148.50,2900000.00
"W50101-160219","Mediaattori/RCC","1900000000000002681820","A&P","0101","EUR","01/01/2016","12/31/2016",48558.13,65000.00
"V40401-160034","Publication support @TLW","1900000000000002668720","Medical Publications & Other Medical Aff","0401","KRW","01/01/2016","12/31/2016",4764867.36,5233760.00
"WF0549-160037","support PAGs meetings","1900000000000002748920","Other Marketing","0549","RON","01/01/2016","12/31/2016",303304.06,523384.00
"V40549-160092","Scoala de vara gastroenterologie, Iasi","1900000000000002751220","Medical Publications","0549","RON","01/01/2016","12/31/2016",500186.02,560058.00
"WF0122-160076","Pen card adicional","1900000000000002890320","Other Marketing","0122","BRL","01/01/2016","12/31/2016",2729335.19,3758870.70
"W50074-160118","Digital (HCP) Opdivo RCC","1900000000000002839720","A&P","0074","CHF","01/01/2016","12/31/2016",55000.00,55000.00
"WR0141-160023","HIV monitor","1900000000000002791720","Market Research Studies","0141","EUR","01/01/2016","12/31/2016",160.00,22700.00
"W50020-160495","Digital-Prolifiq (HCP)","1900000000000002761520","A&P","0020","USD","01/01/2016","12/31/2016",643957.57,2999796.00
